n_signals,combo,n,acc,avg_ret_pct,p_value,acc_pre2022,acc_post2022,stability
5,bin_pcr_vs_avg+bin_crude_oil_ret5+bin_rsi_5+bin_prior_week_bull+bin_pcr,62,0.6774193548387096,0.12861017334195654,0.0043235584683930855,0.6216216216216216,0.76,0.1383783783783784
5,bin_stoch_5+bin_crude_oil_ret5+bin_rsi_5+bin_above_ema200+bin_pcr,62,0.6774193548387096,0.19820152685851525,0.0043235584683930855,0.6578947368421053,0.7083333333333334,0.05043859649122806
4,bin_pcr_vs_avg+bin_crude_oil_ret5+bin_rsi_5+bin_pcr,62,0.6774193548387096,0.12861017334195654,0.0043235584683930855,0.6216216216216216,0.76,0.1383783783783784
5,bin_pcr_vs_avg+bin_crude_oil_ret5+bin_gap_up+bin_prior_week_bull+bin_pcr,65,0.676923076923077,0.17265889425724695,0.003560683143983367,0.6410256410256411,0.7307692307692307,0.08974358974358965
5,bin_pcr_vs_avg+bin_stoch_5+bin_crude_oil_ret5+bin_gap_up+bin_pcr,65,0.676923076923077,0.183868043823071,0.003560683143983367,0.631578947368421,0.7407407407407407,0.10916179337231968
5,bin_pcr_vs_avg+bin_crude_oil_ret5+bin_gap_up+bin_consec_up+bin_pcr,65,0.676923076923077,0.17265889425724695,0.003560683143983367,0.6410256410256411,0.7307692307692307,0.08974358974358965
5,bin_adx_14+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_consec_up+bin_pcr,34,0.6764705882352942,0.022810427097192484,0.03755735750334059,0.5789473684210527,0.8,0.2210526315789474
5,bin_adx_14+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_prior_week_bull+bin_pcr,34,0.6764705882352942,0.022810427097192484,0.03755735750334059,0.5789473684210527,0.8,0.2210526315789474
5,bin_adx_14+bin_pcr_vs_avg+bin_rsi_5+bin_gap_up+bin_pcr,34,0.6764705882352942,0.07935165323116856,0.03755735750334059,0.631578947368421,0.7333333333333333,0.10175438596491226
5,bin_adx_14+bin_gap_pct+bin_pcr_vs_avg+bin_above_ema200+bin_pcr,37,0.6756756756756757,0.24756953545468724,0.030540082632718027,0.625,0.7692307692307693,0.14423076923076927
4,bin_adx_14+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_prior_week_bull,40,0.675,0.12510402651320363,0.024879547038876737,0.5909090909090909,0.7777777777777778,0.18686868686868685
5,bin_adx_14+bin_pcr_vs_avg+bin_stoch_5+bin_crude_oil_ret10+bin_consec_up,40,0.675,0.2584834081709475,0.024879547038876737,0.5652173913043478,0.8235294117647058,0.25831202046035806
5,bin_adx_14+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_prior_week_bull+bin_consec_up,40,0.675,0.12510402651320363,0.024879547038876737,0.5909090909090909,0.7777777777777778,0.18686868686868685
4,bin_adx_14+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_consec_up,40,0.675,0.12510402651320363,0.024879547038876737,0.5909090909090909,0.7777777777777778,0.18686868686868685
5,bin_adx_14+bin_pcr_vs_avg+bin_stoch_5+bin_crude_oil_ret10+bin_prior_week_bull,40,0.675,0.2584834081709475,0.024879547038876737,0.5652173913043478,0.8235294117647058,0.25831202046035806
5,bin_gap_pct+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_rsi_5+bin_above_ema200,43,0.6744186046511628,0.2566585663955504,0.020300937213745037,0.6153846153846154,0.7647058823529411,0.1493212669683257
5,bin_gap_pct+bin_pcr_vs_avg+bin_crude_oil_ret5+bin_rsi_5+bin_pcr,43,0.6744186046511628,0.09770092358127197,0.020300937213745044,0.5925925925925926,0.8125,0.21990740740740744
5,bin_gap_pct+bin_stoch_5+bin_crude_oil_ret10+bin_rsi_5+bin_pcr,46,0.6739130434782609,0.25463211036566014,0.016588691818983856,0.5806451612903226,0.8666666666666667,0.2860215053763441
5,bin_pcr_vs_avg+bin_crude_oil_ret10+bin_crude_oil_ret5+bin_rsi_5+bin_above_ema200,49,0.673469387755102,0.1935400058972346,0.013572651321718521,0.6551724137931034,0.7,0.04482758620689653
5,bin_stoch_5+bin_crude_oil_ret10+bin_crude_oil_ret5+bin_rsi_5+bin_pcr,52,0.6730769230769231,0.19346172216297206,0.011117779279092922,0.6285714285714286,0.7647058823529411,0.13613445378151257
5,bin_adx_14+bin_pcr_vs_avg+bin_stoch_5+bin_gap_up+bin_prior_week_bull,52,0.6730769230769231,0.1697766838889424,0.011117779279092922,0.6666666666666666,0.68,0.01333333333333342
5,bin_adx_14+bin_pcr_vs_avg+bin_stoch_5+bin_gap_up+bin_consec_up,52,0.6730769230769231,0.1697766838889424,0.011117779279092922,0.6666666666666666,0.68,0.01333333333333342
5,bin_pcr_vs_avg+bin_crude_oil_ret10+bin_crude_oil_ret5+bin_gap_up+bin_pcr,52,0.6730769230769231,0.12009213668944872,0.011117779279092922,0.6176470588235294,0.7777777777777778,0.16013071895424835
5,bin_stoch_5+bin_crude_oil_ret5+bin_rsi_5+bin_gap_up+bin_pcr,58,0.6724137931034483,0.20179479772860115,0.007482447582465932,0.6486486486486487,0.7142857142857143,0.06563706563706562
5,bin_pcr_vs_avg+bin_crude_oil_ret10+bin_gap_up+bin_prior_week_bull+bin_pcr,58,0.6724137931034483,0.12763106422198797,0.007482447582465932,0.6216216216216216,0.7619047619047619,0.14028314028314026
5,bin_pcr_vs_avg+bin_stoch_5+bin_crude_oil_ret10+bin_crude_oil_ret5+bin_pcr,58,0.6724137931034483,0.1215537820952429,0.007482447582465932,0.6216216216216216,0.7619047619047619,0.14028314028314026
5,bin_pcr_vs_avg+bin_crude_oil_ret10+bin_gap_up+bin_consec_up+bin_pcr,58,0.6724137931034483,0.12763106422198797,0.007482447582465932,0.6216216216216216,0.7619047619047619,0.14028314028314026
4,bin_pcr_vs_avg+bin_crude_oil_ret10+bin_prior_week_bull+bin_pcr,70,0.6714285714285714,0.16296415673999626,0.003422920286265884,0.6086956521739131,0.7916666666666666,0.18297101449275355
5,bin_pcr_vs_avg+bin_crude_oil_ret10+bin_prior_week_bull+bin_consec_up+bin_pcr,70,0.6714285714285714,0.16296415673999626,0.003422920286265884,0.6086956521739131,0.7916666666666666,0.18297101449275355
4,bin_pcr_vs_avg+bin_crude_oil_ret10+bin_consec_up+bin_pcr,70,0.6714285714285714,0.16296415673999626,0.003422920286265884,0.6086956521739131,0.7916666666666666,0.18297101449275355
